SPECIES_CODE,SPECIES,COMMON_NAME,YEAR,N_SITES,COLLATED_INDEX,YEAR_RANK,TIME_PERIOD,COUNTRY
21,"Aricia artaxerxes","Northern Brown Argus",1979,3,2.38,5,"1976-2024","England"
21,"Aricia artaxerxes","Northern Brown Argus",1980,3,2.14,12,"1976-2024","England"
21,"Aricia artaxerxes","Northern Brown Argus",1981,3,1.45,46,"1976-2024","England"
21,"Aricia artaxerxes","Northern Brown Argus",1982,4,2.08,15,"1976-2024","England"
21,"Aricia artaxerxes","Northern Brown Argus",1983,4,2.27,7,"1976-2024","England"
21,"Aricia artaxerxes","Northern Brown Argus",1984,4,2,21,"1976-2024","England"
21,"Aricia artaxerxes","Northern Brown Argus",1985,4,1.6,45,"1976-2024","England"
21,"Aricia artaxerxes","Northern Brown Argus",1986,4,2.06,19,"1976-2024","England"
21,"Aricia artaxerxes","Northern Brown Argus",1987,4,2.25,9,"1976-2024","England"
21,"Aricia artaxerxes","Northern Brown Argus",1988,4,2.38,5,"1976-2024","England"
21,"Aricia artaxerxes","Northern Brown Argus",1989,5,2.42,3,"1976-2024","England"
21,"Aricia artaxerxes","Northern Brown Argus",1990,9,2.22,10,"1976-2024","England"
21,"Aricia artaxerxes","Northern Brown Argus",1991,9,2.07,16,"1976-2024","England"
21,"Aricia artaxerxes","Northern Brown Argus",1992,10,2.46,1,"1976-2024","England"
21,"Aricia artaxerxes","Northern Brown Argus",1993,8,2.4,4,"1976-2024","England"
21,"Aricia artaxerxes","Northern Brown Argus",1994,13,2.44,2,"1976-2024","England"
21,"Aricia artaxerxes","Northern Brown Argus",1995,15,2.27,7,"1976-2024","England"
21,"Aricia artaxerxes","Northern Brown Argus",1996,16,2.02,20,"1976-2024","England"
21,"Aricia artaxerxes","Northern Brown Argus",1997,20,2.17,11,"1976-2024","England"
21,"Aricia artaxerxes","Northern Brown Argus",1998,21,2.07,16,"1976-2024","England"
21,"Aricia artaxerxes","Northern Brown Argus",1999,21,2.1,14,"1976-2024","England"
21,"Aricia artaxerxes","Northern Brown Argus",2000,24,2.14,12,"1976-2024","England"
21,"Aricia artaxerxes","Northern Brown Argus",2001,18,1.98,22,"1976-2024","England"
21,"Aricia artaxerxes","Northern Brown Argus",2002,30,1.95,23,"1976-2024","England"
21,"Aricia artaxerxes","Northern Brown Argus",2003,33,2.07,16,"1976-2024","England"
21,"Aricia artaxerxes","Northern Brown Argus",2004,34,1.92,26,"1976-2024","England"
21,"Aricia artaxerxes","Northern Brown Argus",2005,35,1.87,33,"1976-2024","England"
21,"Aricia artaxerxes","Northern Brown Argus",2006,35,1.92,26,"1976-2024","England"
21,"Aricia artaxerxes","Northern Brown Argus",2007,38,1.61,44,"1976-2024","England"
21,"Aricia artaxerxes","Northern Brown Argus",2008,37,1.76,40,"1976-2024","England"
21,"Aricia artaxerxes","Northern Brown Argus",2009,40,1.84,35,"1976-2024","England"
21,"Aricia artaxerxes","Northern Brown Argus",2010,37,1.85,34,"1976-2024","England"
21,"Aricia artaxerxes","Northern Brown Argus",2011,39,1.95,23,"1976-2024","England"
21,"Aricia artaxerxes","Northern Brown Argus",2012,38,1.82,38,"1976-2024","England"
21,"Aricia artaxerxes","Northern Brown Argus",2013,38,1.88,32,"1976-2024","England"
21,"Aricia artaxerxes","Northern Brown Argus",2014,51,1.84,35,"1976-2024","England"
21,"Aricia artaxerxes","Northern Brown Argus",2015,55,1.89,31,"1976-2024","England"
21,"Aricia artaxerxes","Northern Brown Argus",2016,57,1.92,26,"1976-2024","England"
21,"Aricia artaxerxes","Northern Brown Argus",2017,54,1.76,40,"1976-2024","England"
21,"Aricia artaxerxes","Northern Brown Argus",2018,49,1.81,39,"1976-2024","England"
21,"Aricia artaxerxes","Northern Brown Argus",2019,48,1.95,23,"1976-2024","England"
21,"Aricia artaxerxes","Northern Brown Argus",2020,35,1.92,26,"1976-2024","England"
21,"Aricia artaxerxes","Northern Brown Argus",2021,47,1.92,26,"1976-2024","England"
21,"Aricia artaxerxes","Northern Brown Argus",2022,50,1.64,43,"1976-2024","England"
21,"Aricia artaxerxes","Northern Brown Argus",2023,47,1.7,42,"1976-2024","England"
21,"Aricia artaxerxes","Northern Brown Argus",2024,47,1.84,35,"1976-2024","England"
14,"Boloria euphrosyne","Pearl-bordered Fritillary",1978,7,2.24,9,"1976-2024","England"
14,"Boloria euphrosyne","Pearl-bordered Fritillary",1979,10,1.86,30,"1976-2024","England"
14,"Boloria euphrosyne","Pearl-bordered Fritillary",1980,13,2.33,5,"1976-2024","England"
14,"Boloria euphrosyne","Pearl-bordered Fritillary",1981,14,2.12,19,"1976-2024","England"
14,"Boloria euphrosyne","Pearl-bordered Fritillary",1982,18,2.31,6,"1976-2024","England"
14,"Boloria euphrosyne","Pearl-bordered Fritillary",1983,20,1.93,25,"1976-2024","England"
14,"Boloria euphrosyne","Pearl-bordered Fritillary",1984,22,2.13,17,"1976-2024","England"
14,"Boloria euphrosyne","Pearl-bordered Fritillary",1985,26,2.27,7,"1976-2024","England"
14,"Boloria euphrosyne","Pearl-bordered Fritillary",1986,30,2.21,13,"1976-2024","England"
14,"Boloria euphrosyne","Pearl-bordered Fritillary",1987,41,2.47,1,"1976-2024","England"
14,"Boloria euphrosyne","Pearl-bordered Fritillary",1988,46,1.99,23,"1976-2024","England"
14,"Boloria euphrosyne","Pearl-bordered Fritillary",1989,58,2.23,11,"1976-2024","England"
14,"Boloria euphrosyne","Pearl-bordered Fritillary",1990,63,2.42,3,"1976-2024","England"
14,"Boloria euphrosyne","Pearl-bordered Fritillary",1991,75,2.35,4,"1976-2024","England"
14,"Boloria euphrosyne","Pearl-bordered Fritillary",1992,78,2.24,9,"1976-2024","England"
14,"Boloria euphrosyne","Pearl-bordered Fritillary",1993,78,2.27,7,"1976-2024","England"
14,"Boloria euphrosyne","Pearl-bordered Fritillary",1994,82,2.1,20,"1976-2024","England"
14,"Boloria euphrosyne","Pearl-bordered Fritillary",1995,92,2.21,13,"1976-2024","England"
14,"Boloria euphrosyne","Pearl-bordered Fritillary",1996,100,2.22,12,"1976-2024","England"
14,"Boloria euphrosyne","Pearl-bordered Fritillary",1997,101,2.46,2,"1976-2024","England"
14,"Boloria euphrosyne","Pearl-bordered Fritillary",1998,109,2.19,16,"1976-2024","England"
14,"Boloria euphrosyne","Pearl-bordered Fritillary",1999,103,1.86,30,"1976-2024","England"
14,"Boloria euphrosyne","Pearl-bordered Fritillary",2000,105,1.79,36,"1976-2024","England"
14,"Boloria euphrosyne","Pearl-bordered Fritillary",2001,95,1.9,27,"1976-2024","England"
14,"Boloria euphrosyne","Pearl-bordered Fritillary",2002,131,2.05,22,"1976-2024","England"
14,"Boloria euphrosyne","Pearl-bordered Fritillary",2003,131,2.13,17,"1976-2024","England"
14,"Boloria euphrosyne","Pearl-bordered Fritillary",2004,118,2.08,21,"1976-2024","England"
14,"Boloria euphrosyne","Pearl-bordered Fritillary",2005,112,1.95,24,"1976-2024","England"
14,"Boloria euphrosyne","Pearl-bordered Fritillary",2006,112,1.84,32,"1976-2024","England"
14,"Boloria euphrosyne","Pearl-bordered Fritillary",2007,116,1.89,29,"1976-2024","England"
14,"Boloria euphrosyne","Pearl-bordered Fritillary",2008,115,1.64,44,"1976-2024","England"
14,"Boloria euphrosyne","Pearl-bordered Fritillary",2009,118,1.82,34,"1976-2024","England"
14,"Boloria euphrosyne","Pearl-bordered Fritillary",2010,127,1.91,26,"1976-2024","England"
14,"Boloria euphrosyne","Pearl-bordered Fritillary",2011,123,2.21,13,"1976-2024","England"
14,"Boloria euphrosyne","Pearl-bordered Fritillary",2012,120,1.9,27,"1976-2024","England"
14,"Boloria euphrosyne","Pearl-bordered Fritillary",2013,121,1.63,45,"1976-2024","England"
14,"Boloria euphrosyne","Pearl-bordered Fritillary",2014,157,1.74,38,"1976-2024","England"
14,"Boloria euphrosyne","Pearl-bordered Fritillary",2015,173,1.74,38,"1976-2024","England"
14,"Boloria euphrosyne","Pearl-bordered Fritillary",2016,174,1.68,43,"1976-2024","England"
14,"Boloria euphrosyne","Pearl-bordered Fritillary",2017,187,1.74,38,"1976-2024","England"
14,"Boloria euphrosyne","Pearl-bordered Fritillary",2018,185,1.78,37,"1976-2024","England"
14,"Boloria euphrosyne","Pearl-bordered Fritillary",2019,168,1.81,35,"1976-2024","England"
14,"Boloria euphrosyne","Pearl-bordered Fritillary",2020,122,1.83,33,"1976-2024","England"
14,"Boloria euphrosyne","Pearl-bordered Fritillary",2021,140,1.72,41,"1976-2024","England"
14,"Boloria euphrosyne","Pearl-bordered Fritillary",2022,149,1.72,41,"1976-2024","England"
14,"Boloria euphrosyne","Pearl-bordered Fritillary",2023,150,1.62,46,"1976-2024","England"
14,"Boloria euphrosyne","Pearl-bordered Fritillary",2024,156,1.5,47,"1976-2024","England"
18,"Boloria selene","Small Pearl-bordered Fritillary",1978,9,1.88,32,"1976-2024","England"
18,"Boloria selene","Small Pearl-bordered Fritillary",1979,12,2.23,6,"1976-2024","England"
18,"Boloria selene","Small Pearl-bordered Fritillary",1980,16,2.18,12,"1976-2024","England"
18,"Boloria selene","Small Pearl-bordered Fritillary",1981,17,2.12,16,"1976-2024","England"
18,"Boloria selene","Small Pearl-bordered Fritillary",1982,18,2.22,9,"1976-2024","England"
18,"Boloria selene","Small Pearl-bordered Fritillary",1983,19,1.85,36,"1976-2024","England"
18,"Boloria selene","Small Pearl-bordered Fritillary",1984,23,2.08,19,"1976-2024","England"
18,"Boloria selene","Small Pearl-bordered Fritillary",1985,24,2.33,5,"1976-2024","England"
18,"Boloria selene","Small Pearl-bordered Fritillary",1986,25,2.12,16,"1976-2024","England"
18,"Boloria selene","Small Pearl-bordered Fritillary",1987,29,2.39,2,"1976-2024","England"
18,"Boloria selene","Small Pearl-bordered Fritillary",1988,36,2.14,15,"1976-2024","England"
18,"Boloria selene","Small Pearl-bordered Fritillary",1989,46,2.43,1,"1976-2024","England"
18,"Boloria selene","Small Pearl-bordered Fritillary",1990,49,2.39,2,"1976-2024","England"
18,"Boloria selene","Small Pearl-bordered Fritillary",1991,58,2.09,18,"1976-2024","England"
18,"Boloria selene","Small Pearl-bordered Fritillary",1992,61,2.36,4,"1976-2024","England"
18,"Boloria selene","Small Pearl-bordered Fritillary",1993,63,2.2,10,"1976-2024","England"
18,"Boloria selene","Small Pearl-bordered Fritillary",1994,72,2.23,6,"1976-2024","England"
18,"Boloria selene","Small Pearl-bordered Fritillary",1995,80,2.23,6,"1976-2024","England"
18,"Boloria selene","Small Pearl-bordered Fritillary",1996,84,2.16,14,"1976-2024","England"
18,"Boloria selene","Small Pearl-bordered Fritillary",1997,87,2.19,11,"1976-2024","England"
18,"Boloria selene","Small Pearl-bordered Fritillary",1998,96,1.89,31,"1976-2024","England"
18,"Boloria selene","Small Pearl-bordered Fritillary",1999,98,1.91,30,"1976-2024","England"
18,"Boloria selene","Small Pearl-bordered Fritillary",2000,104,1.72,43,"1976-2024","England"
18,"Boloria selene","Small Pearl-bordered Fritillary",2001,94,1.88,32,"1976-2024","England"
18,"Boloria selene","Small Pearl-bordered Fritillary",2002,123,1.92,29,"1976-2024","England"
18,"Boloria selene","Small Pearl-bordered Fritillary",2003,124,2.01,21,"1976-2024","England"
18,"Boloria selene","Small Pearl-bordered Fritillary",2004,116,1.97,23,"1976-2024","England"
18,"Boloria selene","Small Pearl-bordered Fritillary",2005,118,1.99,22,"1976-2024","England"
18,"Boloria selene","Small Pearl-bordered Fritillary",2006,117,1.95,24,"1976-2024","England"
18,"Boloria selene","Small Pearl-bordered Fritillary",2007,121,1.82,39,"1976-2024","England"
18,"Boloria selene","Small Pearl-bordered Fritillary",2008,124,1.75,41,"1976-2024","England"
18,"Boloria selene","Small Pearl-bordered Fritillary",2009,130,1.95,24,"1976-2024","England"
18,"Boloria selene","Small Pearl-bordered Fritillary",2010,130,2.08,19,"1976-2024","England"
18,"Boloria selene","Small Pearl-bordered Fritillary",2011,126,2.17,13,"1976-2024","England"
18,"Boloria selene","Small Pearl-bordered Fritillary",2012,121,1.94,28,"1976-2024","England"
18,"Boloria selene","Small Pearl-bordered Fritillary",2013,128,1.95,24,"1976-2024","England"
18,"Boloria selene","Small Pearl-bordered Fritillary",2014,133,1.95,24,"1976-2024","England"
18,"Boloria selene","Small Pearl-bordered Fritillary",2015,159,1.87,34,"1976-2024","England"
18,"Boloria selene","Small Pearl-bordered Fritillary",2016,164,1.72,43,"1976-2024","England"
18,"Boloria selene","Small Pearl-bordered Fritillary",2017,168,1.85,36,"1976-2024","England"
18,"Boloria selene","Small Pearl-bordered Fritillary",2018,160,1.87,34,"1976-2024","England"
18,"Boloria selene","Small Pearl-bordered Fritillary",2019,156,1.84,38,"1976-2024","England"
18,"Boloria selene","Small Pearl-bordered Fritillary",2020,130,1.73,42,"1976-2024","England"
18,"Boloria selene","Small Pearl-bordered Fritillary",2021,159,1.79,40,"1976-2024","England"
18,"Boloria selene","Small Pearl-bordered Fritillary",2022,156,1.65,45,"1976-2024","England"
18,"Boloria selene","Small Pearl-bordered Fritillary",2023,167,1.61,46,"1976-2024","England"
18,"Boloria selene","Small Pearl-bordered Fritillary",2024,166,1.43,47,"1976-2024","England"
23,"Callophrys rubi","Green Hairstreak",1976,15,2.18,7,"1976-2024","England"
23,"Callophrys rubi","Green Hairstreak",1977,22,1.96,29,"1976-2024","England"
23,"Callophrys rubi","Green Hairstreak",1978,26,1.9,37,"1976-2024","England"
23,"Callophrys rubi","Green Hairstreak",1979,36,1.94,32,"1976-2024","England"
23,"Callophrys rubi","Green Hairstreak",1980,41,2.19,6,"1976-2024","England"
23,"Callophrys rubi","Green Hairstreak",1981,43,1.9,37,"1976-2024","England"
23,"Callophrys rubi","Green Hairstreak",1982,48,2.21,4,"1976-2024","England"
23,"Callophrys rubi","Green Hairstreak",1983,55,2.03,20,"1976-2024","England"
23,"Callophrys rubi","Green Hairstreak",1984,58,2.26,2,"1976-2024","England"
23,"Callophrys rubi","Green Hairstreak",1985,67,2.25,3,"1976-2024","England"
23,"Callophrys rubi","Green Hairstreak",1986,74,1.93,35,"1976-2024","England"
23,"Callophrys rubi","Green Hairstreak",1987,87,1.92,36,"1976-2024","England"
23,"Callophrys rubi","Green Hairstreak",1988,101,2.38,1,"1976-2024","England"
23,"Callophrys rubi","Green Hairstreak",1989,121,1.78,44,"1976-2024","England"
23,"Callophrys rubi","Green Hairstreak",1990,143,2.09,15,"1976-2024","England"
23,"Callophrys rubi","Green Hairstreak",1991,154,1.94,32,"1976-2024","England"
23,"Callophrys rubi","Green Hairstreak",1992,173,2.04,18,"1976-2024","England"
23,"Callophrys rubi","Green Hairstreak",1993,185,2.2,5,"1976-2024","England"
23,"Callophrys rubi","Green Hairstreak",1994,200,2.17,8,"1976-2024","England"
23,"Callophrys rubi","Green Hairstreak",1995,232,2.16,10,"1976-2024","England"
23,"Callophrys rubi","Green Hairstreak",1996,244,1.96,29,"1976-2024","England"
23,"Callophrys rubi","Green Hairstreak",1997,269,2.13,13,"1976-2024","England"
23,"Callophrys rubi","Green Hairstreak",1998,276,1.94,32,"1976-2024","England"
23,"Callophrys rubi","Green Hairstreak",1999,281,2.04,18,"1976-2024","England"
23,"Callophrys rubi","Green Hairstreak",2000,307,2.14,12,"1976-2024","England"
23,"Callophrys rubi","Green Hairstreak",2001,291,2.01,23,"1976-2024","England"
23,"Callophrys rubi","Green Hairstreak",2002,332,2.01,23,"1976-2024","England"
23,"Callophrys rubi","Green Hairstreak",2003,363,1.89,40,"1976-2024","England"
23,"Callophrys rubi","Green Hairstreak",2004,357,2.02,22,"1976-2024","England"
23,"Callophrys rubi","Green Hairstreak",2005,372,2.06,16,"1976-2024","England"
23,"Callophrys rubi","Green Hairstreak",2006,385,1.95,31,"1976-2024","England"
23,"Callophrys rubi","Green Hairstreak",2007,414,1.99,27,"1976-2024","England"
23,"Callophrys rubi","Green Hairstreak",2008,439,1.77,45,"1976-2024","England"
23,"Callophrys rubi","Green Hairstreak",2009,471,2.01,23,"1976-2024","England"
23,"Callophrys rubi","Green Hairstreak",2010,471,2.16,10,"1976-2024","England"
23,"Callophrys rubi","Green Hairstreak",2011,478,2.17,8,"1976-2024","England"
23,"Callophrys rubi","Green Hairstreak",2012,475,1.52,49,"1976-2024","England"
23,"Callophrys rubi","Green Hairstreak",2013,511,1.69,48,"1976-2024","England"
23,"Callophrys rubi","Green Hairstreak",2014,553,2.03,20,"1976-2024","England"
23,"Callophrys rubi","Green Hairstreak",2015,639,1.9,37,"1976-2024","England"
23,"Callophrys rubi","Green Hairstreak",2016,664,1.76,47,"1976-2024","England"
23,"Callophrys rubi","Green Hairstreak",2017,697,1.83,42,"1976-2024","England"
23,"Callophrys rubi","Green Hairstreak",2018,739,1.97,28,"1976-2024","England"
23,"Callophrys rubi","Green Hairstreak",2019,770,2.11,14,"1976-2024","England"
23,"Callophrys rubi","Green Hairstreak",2020,654,2.05,17,"1976-2024","England"
23,"Callophrys rubi","Green Hairstreak",2021,752,1.77,45,"1976-2024","England"
23,"Callophrys rubi","Green Hairstreak",2022,782,2.01,23,"1976-2024","England"
23,"Callophrys rubi","Green Hairstreak",2023,794,1.81,43,"1976-2024","England"
23,"Callophrys rubi","Green Hairstreak",2024,801,1.88,41,"1976-2024","England"
27,"Celastrina argiolus","Holly Blue",1976,29,2.16,17,"1976-2024","England"
27,"Celastrina argiolus","Holly Blue",1977,41,1.9,32,"1976-2024","England"
27,"Celastrina argiolus","Holly Blue",1978,44,1.8,36,"1976-2024","England"
27,"Celastrina argiolus","Holly Blue",1979,56,1.9,32,"1976-2024","England"
27,"Celastrina argiolus","Holly Blue",1980,63,1.66,40,"1976-2024","England"
27,"Celastrina argiolus","Holly Blue",1981,64,1.08,49,"1976-2024","England"
27,"Celastrina argiolus","Holly Blue",1982,70,1.45,43,"1976-2024","England"
27,"Celastrina argiolus","Holly Blue",1983,81,1.65,41,"1976-2024","England"
27,"Celastrina argiolus","Holly Blue",1984,91,2.14,19,"1976-2024","England"
27,"Celastrina argiolus","Holly Blue",1985,102,2.14,19,"1976-2024","England"
27,"Celastrina argiolus","Holly Blue",1986,111,1.39,45,"1976-2024","England"
27,"Celastrina argiolus","Holly Blue",1987,131,1.3,47,"1976-2024","England"
27,"Celastrina argiolus","Holly Blue",1988,153,1.22,48,"1976-2024","England"
27,"Celastrina argiolus","Holly Blue",1989,182,2.31,8,"1976-2024","England"
27,"Celastrina argiolus","Holly Blue",1990,209,2.82,1,"1976-2024","England"
27,"Celastrina argiolus","Holly Blue",1991,236,2.7,2,"1976-2024","England"
27,"Celastrina argiolus","Holly Blue",1992,262,2.31,8,"1976-2024","England"
27,"Celastrina argiolus","Holly Blue",1993,276,1.43,44,"1976-2024","England"
27,"Celastrina argiolus","Holly Blue",1994,308,1.38,46,"1976-2024","England"
27,"Celastrina argiolus","Holly Blue",1995,360,1.72,38,"1976-2024","England"
27,"Celastrina argiolus","Holly Blue",1996,396,2.51,4,"1976-2024","England"
27,"Celastrina argiolus","Holly Blue",1997,429,2.46,6,"1976-2024","England"
27,"Celastrina argiolus","Holly Blue",1998,450,2.48,5,"1976-2024","England"
27,"Celastrina argiolus","Holly Blue",1999,455,1.95,30,"1976-2024","England"
27,"Celastrina argiolus","Holly Blue",2000,487,1.75,37,"1976-2024","England"
27,"Celastrina argiolus","Holly Blue",2001,463,2.03,27,"1976-2024","England"
27,"Celastrina argiolus","Holly Blue",2002,529,2.21,15,"1976-2024","England"
27,"Celastrina argiolus","Holly Blue",2003,577,1.88,34,"1976-2024","England"
27,"Celastrina argiolus","Holly Blue",2004,582,2.26,10,"1976-2024","England"
27,"Celastrina argiolus","Holly Blue",2005,604,2.13,21,"1976-2024","England"
27,"Celastrina argiolus","Holly Blue",2006,645,1.98,28,"1976-2024","England"
27,"Celastrina argiolus","Holly Blue",2007,793,2.24,13,"1976-2024","England"
